Datetime,Close,High,Low,Open,Volume
2024-11-27 15:45:00+00:00,234.6199951,235.6900024,234.5899963,235.5500031,1084326
2024-11-27 16:00:00+00:00,234.6499939,234.7380981,234.1546021,234.6199951,925447
2024-11-27 16:15:00+00:00,234.6699982,234.8000031,234.2649994,234.6399994,616701
2024-11-27 16:30:00+00:00,234.362793,234.8899994,234.3600006,234.6201019,577705
2024-11-27 16:45:00+00:00,234.3524933,234.5269012,234.1199951,234.3699951,831063
2024-11-27 17:00:00+00:00,234.2850037,234.4600067,233.9799957,234.3500061,965984
2024-11-27 17:15:00+00:00,234.5700073,234.6000061,234.2700043,234.2850037,471079
2024-11-27 17:30:00+00:00,234.5800018,234.7100067,234.4093933,234.5599976,943562
2024-11-27 17:45:00+00:00,234.7299957,234.7400055,234.4125977,234.5500031,375015
2024-11-27 18:00:00+00:00,234.9844971,235,234.6125031,234.7299957,580113
2024-11-27 18:15:00+00:00,234.7801056,235,234.75,234.9799957,426822
2024-11-27 18:30:00+00:00,234.9225006,234.9499969,234.7100067,234.7799988,325119
2024-11-27 18:45:00+00:00,234.9299927,235.0200043,234.8000031,234.9199982,394970
2024-11-27 19:00:00+00:00,235.0249939,235.0299988,234.7799988,234.9250031,514521
2024-11-27 19:15:00+00:00,234.9799957,235.1371002,234.8899994,235.0299988,448547
2024-11-27 19:30:00+00:00,235.1029053,235.1387024,234.9400024,234.9799957,389936
2024-11-27 19:45:00+00:00,235.0599976,235.25,235.0500031,235.1100006,647738
2024-11-27 20:00:00+00:00,234.9389038,235.1999969,234.9317017,235.0612946,525474
2024-11-27 20:15:00+00:00,234.8450012,234.9900055,234.7350006,234.9400024,482567
2024-11-27 20:30:00+00:00,234.7100067,234.9400024,234.5850067,234.8399963,682081
2024-11-27 20:45:00+00:00,234.9900055,235.0899963,234.7100067,234.7210999,2237301
2024-11-29 14:30:00+00:00,235.3800049,235.6450043,233.9700012,234.8399963,2658738
2024-11-29 14:45:00+00:00,235.6900024,235.6900024,235.0500031,235.3800049,995742
2024-11-29 15:00:00+00:00,235.5099945,235.8899994,235.3000031,235.6399994,1162965
2024-11-29 15:15:00+00:00,235.3450012,235.5500031,235.1399994,235.5,715062
2024-11-29 15:30:00+00:00,235.6161041,235.8350067,235.3399963,235.3500061,780899
2024-11-29 15:45:00+00:00,235.8099976,235.8300018,235.3999939,235.6199951,727876
2024-11-29 16:00:00+00:00,236.3600006,236.3699951,235.75,235.8200073,1511118
2024-11-29 16:15:00+00:00,236.3999939,236.5998993,236.1600037,236.3612976,977739
2024-11-29 16:30:00+00:00,236.3999939,236.5,236.2899933,236.3800049,608752
2024-11-29 16:45:00+00:00,237.0549927,237.1349945,236.3999939,236.3999939,1399447
2024-11-29 17:00:00+00:00,236.9799957,237.1499939,236.7138062,237.0599976,905317
2024-11-29 17:15:00+00:00,236.3699951,236.9700012,236.3699951,236.9700012,929546
2024-11-29 17:30:00+00:00,236.8314056,236.8899994,236.3699951,236.3699951,891698
2024-11-29 17:45:00+00:00,237.3399963,237.8099976,236.7801056,236.8099976,3640874
2024-12-02 14:30:00+00:00,238.4600067,239.6000061,237.1600037,237.2700043,5144093
2024-12-02 14:45:00+00:00,239.3049927,239.3500061,238.3699951,238.4550018,1678061
2024-12-02 15:00:00+00:00,239.7299957,239.8800049,238.9700012,239.2799988,1796491
2024-12-02 15:15:00+00:00,240.2700043,240.2799988,239.5800018,239.7304993,2524597
2024-12-02 15:30:00+00:00,240.1999969,240.7899933,240.1900024,240.2700043,1859461
2024-12-02 15:45:00+00:00,240.0899963,240.4799957,239.8000031,240.1999969,1336186
2024-12-02 16:00:00+00:00,240.0950012,240.1618958,239.6199951,240.0899963,1029467
2024-12-02 16:15:00+00:00,239.8300018,240.2400055,239.4400024,240.1100006,1740207
2024-12-02 16:30:00+00:00,239.8800049,239.9199982,239.3600006,239.8271942,857996
2024-12-02 16:45:00+00:00,239.9557953,240,239.7299957,239.8800049,731436
2024-12-02 17:00:00+00:00,239.8399963,240.1900024,239.7749939,239.9499969,596051
2024-12-02 17:15:00+00:00,239.8300018,240.1999969,239.7599945,239.8500061,664892
2024-12-02 17:30:00+00:00,239.7400055,240,239.7100067,239.8399963,496309
2024-12-02 17:45:00+00:00,239.5101013,239.8399963,239.5099945,239.7400055,611044
2024-12-02 18:00:00+00:00,239.2740021,239.7200012,239.2400055,239.5099945,917985
2024-12-02 18:15:00+00:00,239.4400024,239.5998993,239.2599945,239.2700043,1573687
2024-12-02 18:30:00+00:00,239.3582001,239.5,239.2400055,239.4199982,496433
2024-12-02 18:45:00+00:00,239.1488037,239.5099945,239.0299988,239.3500061,728592
2024-12-02 19:00:00+00:00,239.1100006,239.4197998,239.0299988,239.1401062,720853
2024-12-02 19:15:00+00:00,239.3300018,239.3500061,239.1000061,239.1042023,426216
2024-12-02 19:30:00+00:00,239.3600006,239.4698944,239.2501068,239.3300018,561317
2024-12-02 19:45:00+00:00,239.6399994,239.6699982,239.3399963,239.3600006,611242
2024-12-02 20:00:00+00:00,239.490097,239.7299957,239.3399963,239.6399994,645987
2024-12-02 20:15:00+00:00,239.7899933,239.8399963,239.3500061,239.4900055,679027
2024-12-02 20:30:00+00:00,239.7299957,239.9400024,239.6150055,239.7899933,796536
2024-12-02 20:45:00+00:00,239.6000061,239.8699951,239.0500031,239.7200012,3062358
2024-12-03 14:30:00+00:00,239.6150055,239.9400024,238.9002991,239.1923981,3442984
2024-12-03 14:45:00+00:00,240.8899994,240.9199982,239.5899963,239.6100006,1935928
2024-12-03 15:00:00+00:00,241.2299957,241.2400055,240.5700073,240.8600006,1868305
2024-12-03 15:15:00+00:00,240.4700012,241.3699036,240.3600006,241.2362061,1301091
2024-12-03 15:30:00+00:00,240.875,241.1499939,240.4499969,240.4750061,1452467
2024-12-03 15:45:00+00:00,241.190506,241.2400055,240.7200928,240.875,960015
2024-12-03 16:00:00+00:00,240.9499054,241.2200012,240.8500061,241.1900024,811356
2024-12-03 16:15:00+00:00,241.3300018,241.3399963,240.8099976,240.9400024,738498
2024-12-03 16:30:00+00:00,241.2200012,241.3899994,240.9819946,241.3300018,933822
2024-12-03 16:45:00+00:00,241.4100037,241.5379944,241.1950073,241.2200012,907845
2024-12-03 17:00:00+00:00,241.4100037,241.6349945,241.3600006,241.4100037,684996
2024-12-03 17:15:00+00:00,241.2649994,241.5500031,241.2100067,241.4100037,626029
2024-12-03 17:30:00+00:00,241.4900055,241.5200043,241.1450043,241.2649994,624087
2024-12-03 17:45:00+00:00,241.6685944,241.6999054,241.4900055,241.4949951,526184
2024-12-03 18:00:00+00:00,241.3399963,241.6979065,241.3300018,241.6600952,493862
2024-12-03 18:15:00+00:00,241.4199982,241.6600037,241.3200073,241.3450012,513411
2024-12-03 18:30:00+00:00,241.6649933,241.8200073,241.3450012,241.4199982,747202
2024-12-03 18:45:00+00:00,241.7250061,241.7949982,241.5812073,241.6600037,478404
2024-12-03 19:00:00+00:00,241.9750061,242.0650024,241.6699982,241.7250061,1105558
2024-12-03 19:15:00+00:00,242.1499939,242.1699982,241.7649994,241.9790039,980497
2024-12-03 19:30:00+00:00,242.1183014,242.2250061,242.0599976,242.1549988,781393
2024-12-03 19:45:00+00:00,242.3800049,242.4600067,242.0700073,242.1150055,869072
2024-12-03 20:00:00+00:00,241.940094,242.3800049,241.9100037,242.3800049,834494
2024-12-03 20:15:00+00:00,242.0532074,242.1100006,241.8500061,241.9400024,789520
2024-12-03 20:30:00+00:00,242.3500061,242.3999023,242.0599976,242.0599976,905636
2024-12-03 20:45:00+00:00,242.6300049,242.7550049,242.1499939,242.3399963,2798697
2024-12-04 14:30:00+00:00,243.0200043,243.7559967,242.5099945,242.8800049,3317972
2024-12-04 14:45:00+00:00,243.5700073,243.8800049,243.0099945,243.0299988,1612139
2024-12-04 15:00:00+00:00,243.5500031,244.1049957,243.1499939,243.5399933,2150840
2024-12-04 15:15:00+00:00,243.4499969,243.6699982,243.2400055,243.5700073,1328914
2024-12-04 15:30:00+00:00,243.3999939,243.6900024,243.2700043,243.4400024,925880
2024-12-04 15:45:00+00:00,243.4649963,243.6300049,243.1799927,243.3999939,902553
2024-12-04 16:00:00+00:00,243.3500061,243.8099976,243.2799988,243.4700012,733040
2024-12-04 16:15:00+00:00,242.9049988,243.3899994,242.8500061,243.3399963,914791
2024-12-04 16:30:00+00:00,242.1499939,242.9098969,242.1100006,242.9049988,1669540
2024-12-04 16:45:00+00:00,242.5,242.6000061,242.1499939,242.1548004,3432983
2024-12-04 17:00:00+00:00,242.0650024,242.4850006,241.9199982,242.4799957,931099
2024-12-04 17:15:00+00:00,242.0399017,242.1799927,241.25,242.0500031,1149792
2024-12-04 17:30:00+00:00,241.9450073,242.1600037,241.6399994,242.0399933,599157
2024-12-04 17:45:00+00:00,242.3686981,242.5,241.9400024,241.9550018,604840
2024-12-04 18:00:00+00:00,242.3350067,242.4868927,242.2633057,242.3650055,512069
2024-12-04 18:15:00+00:00,242.2586975,242.5099945,242.2100067,242.3399963,473834
2024-12-04 18:30:00+00:00,242.1199951,242.2850037,241.9299927,242.2400055,520062
2024-12-04 18:45:00+00:00,242.5099945,242.8800049,242.1398926,242.1398926,676598
2024-12-04 19:00:00+00:00,242.8300018,242.8999939,242.3899994,242.5249939,1325091
2024-12-04 19:15:00+00:00,243.0700073,243.1764069,242.8200073,242.8399963,533701
2024-12-04 19:30:00+00:00,242.8699951,243.125,242.7799988,243.0599976,597925
2024-12-04 19:45:00+00:00,242.9100952,243,242.8200073,242.8800049,925717
2024-12-04 20:00:00+00:00,242.9349976,243,242.8300018,242.9100037,612677
2024-12-04 20:15:00+00:00,242.9850006,243.0500031,242.8849945,242.9299927,615331
2024-12-04 20:30:00+00:00,243.0749969,243.1900024,242.8500061,242.9850006,877650
2024-12-04 20:45:00+00:00,243.0200043,243.5399933,242.8260956,243.0749969,2860887
2024-12-05 14:30:00+00:00,243.1501007,244.5399933,242.7127991,244.0500031,4036529
2024-12-05 14:45:00+00:00,243.5,243.5200043,243,243.1549988,1587530
2024-12-05 15:00:00+00:00,243.1199951,243.5700073,243.0500031,243.4550018,1528855
2024-12-05 15:15:00+00:00,242.9299927,243.2050018,242.7700043,243.1199951,1136483
2024-12-05 15:30:00+00:00,242.9199982,243.0800018,242.6699982,242.9299927,900349
2024-12-05 15:45:00+00:00,242.4299927,242.9700012,242.2400055,242.9100037,1079334
2024-12-05 16:00:00+00:00,242.5950012,242.7700043,242.2299957,242.3099976,949353
2024-12-05 16:15:00+00:00,242.5500031,242.7599945,242.4700012,242.6000061,668548
2024-12-05 16:30:00+00:00,242.4600067,242.5850067,242.3300018,242.5449982,1834411
2024-12-05 16:45:00+00:00,242.6300049,242.6699066,242.3099976,242.4700012,607088
2024-12-05 17:00:00+00:00,243.1884003,243.2505035,242.4600067,242.625,841259
2024-12-05 17:15:00+00:00,243.3600006,243.4098969,243.1109009,243.1849976,979684
2024-12-05 17:30:00+00:00,243.0800018,243.3699951,243.0299988,243.3583069,754661
2024-12-05 17:45:00+00:00,242.8899994,243.2449951,242.7899933,243.0899963,835339
2024-12-05 18:00:00+00:00,243.1150055,243.1399994,242.8500061,242.8899994,640414
2024-12-05 18:15:00+00:00,242.8849945,243.25,242.6100006,243.1100006,742821
2024-12-05 18:30:00+00:00,243.1300049,243.3226929,242.8399963,242.8899994,768749
2024-12-05 18:45:00+00:00,243.2149963,243.2599945,242.9499969,243.1300049,436055
2024-12-05 19:00:00+00:00,243.5401001,243.5899963,243,243.2299042,710878
2024-12-05 19:15:00+00:00,243.2799988,243.6900024,243.2599945,243.5449982,597910
2024-12-05 19:30:00+00:00,243.079895,243.3600006,242.9700012,243.2850037,1073555
2024-12-05 19:45:00+00:00,243.1150055,243.1298981,242.9799957,243.0724945,427136
2024-12-05 20:00:00+00:00,242.9900055,243.2700043,242.8899994,243.1199951,728317
2024-12-05 20:15:00+00:00,242.9058075,243.0200043,242.7449951,242.9900055,840463
2024-12-05 20:30:00+00:00,242.9299927,242.9969025,242.7299957,242.9049988,956365
2024-12-05 20:45:00+00:00,243.0800018,243.0800018,242.1300049,242.923996,3540973
2024-12-06 14:30:00+00:00,243.0800018,243.1399994,242.0800018,242.8699951,2750745
2024-12-06 14:45:00+00:00,243.6399994,244.1999969,243.0700073,243.5039978,2274809
2024-12-06 15:00:00+00:00,244.1699982,244.6300049,243.5899963,243.6900024,1567973
2024-12-06 15:15:00+00:00,243.4400024,244.3099976,243.0399933,244.1799927,1303920
2024-12-06 15:30:00+00:00,243.6300049,243.7400055,243.4199982,243.4499969,740144
2024-12-06 15:45:00+00:00,243.5986023,243.6600037,243.2749939,243.6399994,775329
2024-12-06 16:00:00+00:00,243.6900024,244.1000061,243.5950012,243.6000061,830663
2024-12-06 16:15:00+00:00,243.5820007,243.8829041,243.5099945,243.6999969,727361
2024-12-06 16:30:00+00:00,243.6900024,243.8399963,243.5700073,243.5800018,571394
2024-12-06 16:45:00+00:00,243.6499939,243.75,243.6349945,243.6947937,658298
2024-12-06 17:00:00+00:00,243.3200073,243.7299042,243.2100067,243.6600037,883038
2024-12-06 17:15:00+00:00,243.6000061,243.7299957,243.3200073,243.3200073,530478
2024-12-06 17:30:00+00:00,243,243.6150055,242.9400024,243.5899963,852867
2024-12-06 17:45:00+00:00,243.0700073,243.1898041,242.9400024,243,547954
2024-12-06 18:00:00+00:00,243.1950073,243.259903,242.9400024,243.0500031,470563
2024-12-06 18:15:00+00:00,243.2640991,243.3549957,243.1405029,243.2200012,444536
2024-12-06 18:30:00+00:00,243.3399963,243.3699951,243.0399933,243.2599945,453262
2024-12-06 18:45:00+00:00,243.625,243.6399994,243.2799988,243.3486023,518596
2024-12-06 19:00:00+00:00,243.414093,243.6300049,243.1000061,243.625,666635
2024-12-06 19:15:00+00:00,243.1627045,243.5299988,243.125,243.4149933,795919
2024-12-06 19:30:00+00:00,243.0399933,243.1999969,242.9120026,243.1600037,1633751
2024-12-06 19:45:00+00:00,242.9600983,243.2799988,242.9600067,243.0256958,576493
2024-12-06 20:00:00+00:00,243.2449951,243.3300018,242.8701019,242.9499969,643231
2024-12-06 20:15:00+00:00,243.0500031,243.3999939,242.9949951,243.25,678016
2024-12-06 20:30:00+00:00,242.9799957,243.1499939,242.9203949,243.0500031,816857
2024-12-06 20:45:00+00:00,242.8600006,243.0379028,242.1999969,242.9900055,3768649
2024-12-09 14:30:00+00:00,243.2700043,243.3600006,242.3800049,242.4100037,2656262
2024-12-09 14:45:00+00:00,243.9299927,244.149704,243.2550049,243.5,1739059
2024-12-09 15:00:00+00:00,244.4149933,244.7200012,243.7610016,243.9199982,1493941
2024-12-09 15:15:00+00:00,244.5099945,244.6600037,244.0200958,244.4499969,874024
2024-12-09 15:30:00+00:00,245.2400055,245.3600006,244.4199982,244.4799957,2151294
2024-12-09 15:45:00+00:00,246.0399933,246.2799988,245.0399933,245.2299957,1919014
2024-12-09 16:00:00+00:00,246.9199982,246.9790955,246.0019989,246.0299988,1923022
2024-12-09 16:15:00+00:00,246.4700012,247.2388,246.3200073,247.0601044,1891846
2024-12-09 16:30:00+00:00,246.4100037,247.0500031,246.3099976,246.4850006,1100578
2024-12-09 16:45:00+00:00,246.8899994,247.1100006,246.3300018,246.4100037,968628
2024-12-09 17:00:00+00:00,247.1399994,247.1900024,246.5800018,246.8699951,809633
2024-12-09 17:15:00+00:00,246.7902985,247.2400055,246.7050018,247.1499939,860139
2024-12-09 17:30:00+00:00,246.7050018,247.0151062,246.4400024,246.8249969,612467
2024-12-09 17:45:00+00:00,246.2189941,246.8999939,245.7100067,246.6999969,1288290
2024-12-09 18:00:00+00:00,246.4700012,246.5899963,246.0899963,246.25,673417
2024-12-09 18:15:00+00:00,246.9053955,247.0099945,246.4600067,246.4700012,641044
2024-12-09 18:30:00+00:00,246.5299988,246.8899994,246.3800049,246.8899994,574101
2024-12-09 18:45:00+00:00,246.7350006,246.8370056,246.4199982,246.5700073,530377
2024-12-09 19:00:00+00:00,246.2700043,246.75,246.2599945,246.7299957,490230
2024-12-09 19:15:00+00:00,246.0950012,246.4349976,246.0599976,246.2749939,515685
2024-12-09 19:30:00+00:00,246.1600037,246.329895,245.8999939,246.0950012,604329
2024-12-09 19:45:00+00:00,246.4266052,246.4799957,246.0899963,246.1499939,593739
2024-12-09 20:00:00+00:00,246.4299927,246.5,246.2100067,246.4250031,602778
2024-12-09 20:15:00+00:00,246.7599945,246.7799988,246.3000031,246.4400024,835353
2024-12-09 20:30:00+00:00,246.5755005,247.0899963,246.5599976,246.7799988,1150000
2024-12-09 20:45:00+00:00,246.8099976,247,246.1100006,246.5700073,4095539
2024-12-10 14:30:00+00:00,246.986496,247.6501007,245.8099976,246.9499969,4270797
2024-12-10 14:45:00+00:00,247.6549988,247.7870941,246.8899994,246.9799957,1583766
2024-12-10 15:00:00+00:00,247.0899048,247.6799927,246.6999969,247.6399994,1115210
2024-12-10 15:15:00+00:00,246.7299957,247.3099976,246.6000061,247.0800018,999524
2024-12-10 15:30:00+00:00,246.3049927,246.9199982,246.2700043,246.7350006,1023754
2024-12-10 15:45:00+00:00,245.888504,246.4600067,245.8300018,246.3049927,1078415
2024-12-10 16:00:00+00:00,245.8533936,246.2599945,245.5700073,245.8849945,969905
2024-12-10 16:15:00+00:00,245.6699982,245.875,245.3419952,245.845993,772988
2024-12-10 16:30:00+00:00,246.3800049,246.4400024,245.6100006,245.6699982,810592
2024-12-10 16:45:00+00:00,246.3999939,246.5399933,246.1999969,246.3699951,532740
2024-12-10 17:00:00+00:00,246.620697,246.9100037,246.3999939,246.3999939,600834
2024-12-10 17:15:00+00:00,247.0700073,247.1799927,246.5899963,246.6399994,724861
2024-12-10 17:30:00+00:00,247.1775055,247.3200073,246.9700012,247.0599976,468996
2024-12-10 17:45:00+00:00,246.8500061,247.2899017,246.7801056,247.1999969,450053
2024-12-10 18:00:00+00:00,246.7749939,247.0299988,246.7200012,246.8513031,462130
2024-12-10 18:15:00+00:00,247.406601,247.4783936,246.7700043,246.7700043,779180
2024-12-10 18:30:00+00:00,247.5899963,247.7100067,247.3500061,247.4049988,589195
2024-12-10 18:45:00+00:00,247.6116943,247.7799988,247.5500031,247.6000061,523565
2024-12-10 19:00:00+00:00,247.797699,247.8000031,247.5599976,247.6199951,596810
2024-12-10 19:15:00+00:00,247.4299927,247.7949982,247.3699951,247.7949982,616732
2024-12-10 19:30:00+00:00,247.5950012,247.6490021,247.4100037,247.4299927,684209
2024-12-10 19:45:00+00:00,248.0299988,248.0899963,247.5800934,247.5950012,1181354
2024-12-10 20:00:00+00:00,247.7899933,248.2100067,247.5200043,248.0299988,1405431
2024-12-10 20:15:00+00:00,247.7200012,247.8300018,247.5,247.7940063,867460
2024-12-10 20:30:00+00:00,247.8498993,248.0700073,247.6399994,247.7250061,1043167
2024-12-10 20:45:00+00:00,247.8000031,247.9098969,247.3699951,247.8500061,2564635
2024-12-11 14:30:00+00:00,249.2700043,249.4700012,247.6499939,248.1900024,3975913
2024-12-11 14:45:00+00:00,249.3000031,249.8000031,249.1000061,249.3399963,1918321
2024-12-11 15:00:00+00:00,249.6799927,249.9900055,249.1300049,249.3049927,1371234
2024-12-11 15:15:00+00:00,249.4299927,249.9299927,249.3500061,249.6817017,1101900
2024-12-11 15:30:00+00:00,249.6549988,250.1999969,249.3950043,249.4299927,2365825
2024-12-11 15:45:00+00:00,250.1405029,250.1999969,249.6349945,249.6549988,931242
2024-12-11 16:00:00+00:00,250.2498016,250.8000031,249.9299927,250.1499939,1647760
2024-12-11 16:15:00+00:00,250.4400024,250.6499939,249.9900055,250.2449951,1639280
2024-12-11 16:30:00+00:00,249.625,250.4199982,249.5700073,250.4199982,902012
2024-12-11 16:45:00+00:00,249.5099945,249.8961029,249.3399963,249.6150055,622812
2024-12-11 17:00:00+00:00,249.5859985,249.7799988,249.3899994,249.5200043,729298
2024-12-11 17:15:00+00:00,249.6813965,249.8399963,249.5399933,249.5800018,538561
2024-12-11 17:30:00+00:00,249.4799957,249.7799988,249.3699951,249.6799927,448854
2024-12-11 17:45:00+00:00,249.2250061,249.4850006,249.0899963,249.4850006,535195
2024-12-11 18:00:00+00:00,249.1950073,249.4799957,249.1300049,249.2250061,574426
2024-12-11 18:15:00+00:00,249.1000061,249.25,248.9700012,249.2100067,475934
2024-12-11 18:30:00+00:00,249,249.1649933,248.8800049,249.0899963,505237
2024-12-11 18:45:00+00:00,248.3710938,248.9900055,248.3500061,248.9900055,1052031
2024-12-11 19:00:00+00:00,248.4857025,248.5700073,248.0863037,248.3800049,753559
2024-12-11 19:15:00+00:00,248.2799988,248.579895,248.2100067,248.4850006,548791
2024-12-11 19:30:00+00:00,248.0399933,248.4400024,248.0299988,248.2801056,630819
2024-12-11 19:45:00+00:00,247.8099976,248.0749969,247.5800018,248.0435028,998057
2024-12-11 20:00:00+00:00,247.5149994,247.9199066,247.3899994,247.8150024,946970
2024-12-11 20:15:00+00:00,247.1499939,247.5249939,247.0500031,247.5149994,1127431
2024-12-11 20:30:00+00:00,246.9100037,247.1600037,246.7841034,247.1399994,1277229
2024-12-11 20:45:00+00:00,246.4299927,247.0700073,246.2601013,246.9149933,3969781
2024-12-12 14:30:00+00:00,246.0700073,247.5800018,245.6799927,246.9450073,4263693
2024-12-12 14:45:00+00:00,246.5599976,246.6549988,245.8399963,246.0500031,969849
2024-12-12 15:00:00+00:00,247.1300049,247.1300049,245.9900055,246.5800018,1225260
2024-12-12 15:15:00+00:00,247.9900055,248.1199951,247.0200043,247.1199951,1274305
2024-12-12 15:30:00+00:00,247.9900055,248.5700073,247.9799957,247.9900055,1960219
2024-12-12 15:45:00+00:00,248.0399933,248.3699951,247.8721008,247.9882965,995747
2024-12-12 16:00:00+00:00,247.8899994,248.2012939,247.6600037,248.0500031,1173419
2024-12-12 16:15:00+00:00,248.470993,248.5995941,247.8200073,247.8999939,668653
2024-12-12 16:30:00+00:00,248.2599945,248.5498962,248.1399994,248.4799957,418526
2024-12-12 16:45:00+00:00,248.1903076,248.3699951,248.0886993,248.25,437366
2024-12-12 17:00:00+00:00,248.2769928,248.3600006,247.9900055,248.1900024,640808
2024-12-12 17:15:00+00:00,248.092804,248.4264984,248.0599976,248.2899933,570422
2024-12-12 17:30:00+00:00,248.2200012,248.2407074,247.6399994,248.0899963,597288
2024-12-12 17:45:00+00:00,248.5500031,248.5500031,248.1013031,248.2250061,418788
2024-12-12 18:00:00+00:00,248.6511993,248.7400055,248.3399963,248.5399933,488854
2024-12-12 18:15:00+00:00,248.5299988,248.7400055,248.4700012,248.6499939,522306
2024-12-12 18:30:00+00:00,248.5050049,248.6499939,248.4700012,248.5200043,387805
2024-12-12 18:45:00+00:00,248.5236053,248.6000061,248.4210052,248.5025024,431885
