Date,Price,Interest_Rate,Inflation,GDP_Growth,VIX,DXY
2021-04-14,129.1571045,1.64,4.137373453318349,17.22267635473782,16.99,91.69000244140625
2021-04-15,131.573349,1.56,4.137373453318349,17.22267635473782,16.57,91.66999816894531
2021-04-16,131.2407532,1.59,4.137373453318349,17.22267635473782,16.25,91.55999755859375
2021-04-19,131.9059448,1.61,4.137373453318349,17.22267635473782,17.29,91.06999969482422
2021-04-20,130.2135773,1.58,4.137373453318349,17.22267635473782,18.68,91.23999786376953
2021-04-21,130.5951691,1.57,4.137373453318349,17.22267635473782,17.5,91.16000366210938
2021-04-22,129.0690765,1.57,4.137373453318349,17.22267635473782,18.71,91.33000183105469
2021-04-23,131.3972931,1.58,4.137373453318349,17.22267635473782,17.33,90.86000061035156
2021-04-26,131.788559,1.58,4.137373453318349,17.22267635473782,17.64,90.80999755859375
2021-04-27,131.4657898,1.63,4.137373453318349,17.22267635473782,17.56,90.91000366210938
2021-04-28,130.6734009,1.63,4.137373453318349,17.22267635473782,17.28,90.61000061035156
2021-04-29,130.575531,1.65,4.137373453318349,17.22267635473782,17.61,90.61000061035156
2021-04-30,128.5995331,1.65,4.137373453318349,17.22267635473782,18.61,91.27999877929688
2021-05-03,129.6560364,1.63,4.9264665639830785,17.22267635473782,18.31,90.94999694824219
2021-05-04,125.0680618,1.61,4.9264665639830785,17.22267635473782,19.48,91.29000091552734
2021-05-05,125.3126297,1.59,4.9264665639830785,17.22267635473782,19.15,91.30999755859375
2021-05-06,126.9169464,1.58,4.9264665639830785,17.22267635473782,18.39,90.94999694824219
2021-05-07,127.5931244,1.6,4.9264665639830785,17.22267635473782,16.69,90.2300033569336
2021-05-10,124.3005981,1.63,4.9264665639830785,17.22267635473782,19.66,90.20999908447266
2021-05-11,123.379509,1.64,4.9264665639830785,17.22267635473782,21.84,90.13999938964844
2021-05-12,120.302597,1.69,4.9264665639830785,17.22267635473782,27.59,90.70999908447266
2021-05-13,122.4583893,1.66,4.9264665639830785,17.22267635473782,23.13,90.75
2021-05-14,124.8885269,1.63,4.9264665639830785,17.22267635473782,18.81,90.31999969482422
2021-05-17,123.7322617,1.64,4.9264665639830785,17.22267635473782,19.72,90.22000122070312
2021-05-18,122.3407898,1.64,4.9264665639830785,17.22267635473782,21.34,89.75
2021-05-19,122.1840134,1.68,4.9264665639830785,17.22267635473782,22.18,90.19000244140625
2021-05-20,124.7513504,1.63,4.9264665639830785,17.22267635473782,20.67,89.80999755859375
2021-05-21,122.9091339,1.63,4.9264665639830785,17.22267635473782,20.15,90.0199966430664
2021-05-24,124.5455704,1.61,4.9264665639830785,17.22267635473782,18.4,89.83000183105469
2021-05-25,124.3496017,1.56,4.9264665639830785,17.22267635473782,18.84,89.63999938964844
2021-05-26,124.3005981,1.58,4.9264665639830785,17.22267635473782,17.36,90.04000091552734
2021-05-27,122.7621536,1.61,4.9264665639830785,17.22267635473782,16.74,89.97000122070312
2021-05-28,122.105629,1.58,4.9264665639830785,17.22267635473782,16.76,90.02999877929688
2021-06-01,121.7822647,1.62,5.317418943207719,17.22267635473782,17.9,89.83000183105469
2021-06-02,122.5466003,1.59,5.317418943207719,17.22267635473782,17.48,89.9000015258789
2021-06-03,121.0571365,1.63,5.317418943207719,17.22267635473782,18.04,90.5
2021-06-04,123.3598862,1.56,5.317418943207719,17.22267635473782,16.42,90.13999938964844
2021-06-07,123.3697052,1.57,5.317418943207719,17.22267635473782,16.42,89.94999694824219
2021-06-08,124.1928177,1.53,5.317418943207719,17.22267635473782,17.07,90.08000183105469
2021-06-09,124.5749741,1.5,5.317418943207719,17.22267635473782,17.89,90.12000274658203
2021-06-10,123.5754776,1.45,5.317418943207719,17.22267635473782,16.1,90.08000183105469
2021-06-11,124.7905655,1.47,5.317418943207719,17.22267635473782,15.65,90.55999755859375
2021-06-14,127.8576508,1.51,5.317418943207719,17.22267635473782,16.39,90.5199966430664
2021-06-15,127.0345078,1.51,5.317418943207719,17.22267635473782,17.02,90.54000091552734
2021-06-16,127.5342789,1.57,5.317418943207719,17.22267635473782,18.15,91.12999725341797
2021-06-17,129.1413269,1.52,5.317418943207719,17.22267635473782,17.75,91.88999938964844
2021-06-18,127.8380661,1.45,5.317418943207719,17.22267635473782,20.7,92.2300033569336
2021-06-21,129.6410828,1.5,5.317418943207719,17.22267635473782,17.89,91.86000061035156
2021-06-22,131.2873077,1.48,5.317418943207719,17.22267635473782,16.66,91.7300033569336
2021-06-23,131.0129395,1.5,5.317418943207719,17.22267635473782,16.32,91.80000305175781
2021-06-24,130.728775,1.49,5.317418943207719,17.22267635473782,15.97,91.81999969482422
2021-06-25,130.4347687,1.54,5.317418943207719,17.22267635473782,15.62,91.80999755859375
2021-06-28,132.071228,1.49,5.317418943207719,17.22267635473782,15.76,91.87999725341797
2021-06-29,133.5900879,1.49,5.317418943207719,17.22267635473782,16.02,92.05000305175781
2021-06-30,134.2074432,1.45,5.317418943207719,17.22267635473782,15.83,92.44000244140625
2021-07-01,134.5111694,1.48,5.269167647240969,10.318129252480258,15.48,92.5999984741211
