Date,Close,High,Low,Open,Volume
1981/1/27,0.109886326,0.110744753,0.109886326,0.110744753,23699200
1981/1/28,0.106452622,0.106881841,0.106452622,0.106881841,28156800
1981/1/29,0.102589615,0.103018834,0.102589615,0.103018834,43904000
1981/1/30,0.097009085,0.097867524,0.097009085,0.097867524,46188800
1981/2/2,0.091429241,0.091858455,0.091429241,0.091858455,23766400
1981/2/3,0.09486299,0.095292204,0.09486299,0.09486299,19152000
1981/2/4,0.098296694,0.098725902,0.098296694,0.098296694,27865600
1981/2/5,0.098296694,0.099155121,0.098296694,0.098296694,7929600
1981/2/6,0.098725922,0.099155142,0.098725922,0.098725922,13865600
1981/2/9,0.093575343,0.094433777,0.093575343,0.094433777,16755200
1981/2/10,0.093575343,0.094004563,0.093575343,0.093575343,18345600
1981/2/11,0.09057083,0.091000043,0.09057083,0.091000043,13843200
1981/2/12,0.089711599,0.090141586,0.089711599,0.090141586,14560000
1981/2/13,0.087565534,0.088423967,0.087565534,0.088423967,11155200
1981/2/17,0.089711599,0.090141586,0.089711599,0.089711599,12275200
1981/2/18,0.093575343,0.094433777,0.093575343,0.093575343,19241600
1981/2/19,0.087994739,0.088423959,0.087994739,0.088423959,22310400
1981/2/20,0.083273344,0.083702563,0.083273344,0.083702563,24371200
1981/2/23,0.08456102,0.084990239,0.08456102,0.08456102,14112000
1981/2/24,0.081556521,0.082414954,0.081556521,0.082414954,16979200
1981/2/25,0.086707115,0.087136329,0.086707115,0.086707115,19488000
1981/2/26,0.087994739,0.088423959,0.087994739,0.087994739,10841600
1981/2/27,0.090999998,0.091858431,0.090999998,0.090999998,14761600
1981/3/2,0.091429241,0.091858455,0.091429241,0.091429241,11760000
1981/3/3,0.090141639,0.090570859,0.090141639,0.090570859,16172800
1981/3/4,0.089282393,0.089711607,0.089282393,0.089711607,13708800
1981/3/5,0.088853203,0.089282422,0.088853203,0.089282422,5376000
1981/3/6,0.087994739,0.088853172,0.087994739,0.088853172,11603200
1981/3/9,0.081127301,0.081556515,0.081127301,0.081556515,15321600
1981/3/10,0.077263579,0.077692792,0.077263579,0.077692792,28380800
1981/3/11,0.074259065,0.075117498,0.074259065,0.075117498,29859200
1981/3/12,0.077263579,0.077692792,0.077263579,0.077263579,59248000
1981/3/13,0.076405168,0.076834381,0.076405168,0.076834381,231302400
1981/3/16,0.079410441,0.080268874,0.079410441,0.079410441,37228800
1981/3/17,0.083273344,0.084131776,0.083273344,0.083273344,43747200
1981/3/18,0.08842396,0.089282393,0.08842396,0.08842396,36937600
1981/3/19,0.087565534,0.087994747,0.087565534,0.087994747,37811200
1981/3/20,0.08842396,0.089282393,0.08842396,0.08842396,14604800
1981/3/23,0.091858469,0.092716902,0.091858469,0.091858469,22019200
1981/3/24,0.091429241,0.091858455,0.091429241,0.091858455,28156800
1981/3/25,0.089711599,0.090570806,0.089711599,0.090570806,7056000
1981/3/26,0.087994739,0.088423959,0.087994739,0.088423959,12275200
1981/3/27,0.084990218,0.085419432,0.084990218,0.085419432,12252800
1981/3/30,0.084990218,0.085848651,0.084990218,0.084990218,9900800
1981/3/31,0.084131785,0.084990217,0.084131785,0.084990217,15993600
1981/4/1,0.083273344,0.083702563,0.083273344,0.083702563,34070400
1981/4/2,0.09057083,0.091000043,0.09057083,0.09057083,31404800
1981/4/3,0.090999998,0.091429217,0.090999998,0.090999998,16486400
1981/4/6,0.089282393,0.089711607,0.089282393,0.089711607,22803200
1981/4/7,0.08842396,0.088853173,0.08842396,0.088853173,10684800
1981/4/8,0.09271688,0.093575313,0.09271688,0.09271688,21952000
1981/4/9,0.094433784,0.094863004,0.094433784,0.094433784,12499200
1981/4/10,0.095721409,0.096150622,0.095721409,0.095721409,33465600
1981/4/13,0.095721409,0.096150622,0.095721409,0.095721409,16060800
1981/4/14,0.095721409,0.096150622,0.095721409,0.095721409,6652800
1981/4/15,0.090999998,0.091429217,0.090999998,0.091429217,34048000
1981/4/16,0.085848652,0.086277865,0.085848652,0.086277865,23878400
1981/4/20,0.08842396,0.088853173,0.08842396,0.08842396,35347200
1981/4/21,0.094433784,0.094863004,0.094433784,0.094433784,28537600
1981/4/22,0.097867504,0.098296723,0.097867504,0.097867504,18995200
1981/4/23,0.100442812,0.100872031,0.100442812,0.100442812,58016000
1981/4/24,0.099584326,0.100442753,0.099584326,0.100442753,35056000
1981/4/27,0.098725922,0.099155142,0.098725922,0.099155142,38528000
1981/4/28,0.097009085,0.097438305,0.097009085,0.097438305,32188800
1981/4/29,0.095721409,0.096150622,0.095721409,0.096150622,13641600
1981/4/30,0.097438246,0.098296684,0.097438246,0.097438246,12611200
1981/5/1,0.097438246,0.098296684,0.097438246,0.097438246,16553600
1981/5/4,0.097009085,0.097438305,0.097009085,0.097438305,14448000
1981/5/5,0.096579872,0.09700908,0.096579872,0.09700908,17539200
1981/5/6,0.094004534,0.094433748,0.094004534,0.094433748,18950400
1981/5/7,0.095292188,0.095721408,0.095292188,0.095292188,9363200
1981/5/8,0.096150592,0.096579811,0.096150592,0.096150592,7907200
1981/5/11,0.094004534,0.094433748,0.094004534,0.094433748,11939200
1981/5/12,0.094004534,0.09529218,0.094004534,0.094004534,4256000
1981/5/13,0.093575343,0.094862996,0.093575343,0.094004563,4905600
1981/5/14,0.092287689,0.093146122,0.092287689,0.093146122,4928000
1981/5/15,0.094433784,0.095721437,0.094433784,0.094433784,4905600
1981/5/18,0.096150592,0.097009019,0.096150592,0.096150592,4166400
1981/5/19,0.094433784,0.094863004,0.094433784,0.094863004,25424000
1981/5/20,0.097438246,0.098296684,0.097438246,0.097438246,13283200
1981/5/21,0.10301885,0.103448069,0.10301885,0.10301885,32211200
1981/5/22,0.107740253,0.108598692,0.107740253,0.107740253,31427200
1981/5/26,0.10731104,0.107740248,0.10731104,0.107740248,85344000
1981/5/27,0.11332006,0.113749279,0.11332006,0.11332006,149497600
1981/5/28,0.11332006,0.113749279,0.11332006,0.11332006,73987200
1981/5/29,0.113749214,0.114179201,0.113749214,0.113749214,59382400
1981/6/1,0.113749214,0.114179201,0.113749214,0.113749214,51251200
1981/6/2,0.108169436,0.108598656,0.108169436,0.108598656,40432000
1981/6/3,0.108169436,0.109027863,0.108169436,0.108169436,39446400
1981/6/4,0.110315509,0.110744717,0.110315509,0.110315509,56067200
1981/6/5,0.108598657,0.109027865,0.108598657,0.109027865,57680000
1981/6/8,0.10473574,0.105164959,0.10473574,0.105164959,93497600
1981/6/9,0.10688179,0.107311009,0.10688179,0.10688179,119593600
1981/6/10,0.108169436,0.109457083,0.108169436,0.108169436,25222400
1981/6/11,0.112890854,0.113320074,0.112890854,0.112890854,38976000
1981/6/12,0.111603186,0.112032405,0.111603186,0.112032405,25804800
1981/6/15,0.111173972,0.111603192,0.111173972,0.111603192,143763200
1981/6/16,0.109027907,0.109457127,0.109027907,0.109457127,37251200
1981/6/17,0.10731104,0.107740248,0.10731104,0.107740248,27574400
1981/6/18,0.10688179,0.107740217,0.10688179,0.107311009,23049600
1981/6/19,0.103877306,0.104306514,0.103877306,0.104306514,27507200
1981/6/22,0.100013606,0.100442814,0.100013606,0.100442814,10841600
1981/6/23,0.101730466,0.102589661,0.101730466,0.101730466,15030400
1981/6/24,0.099155121,0.100013559,0.099155121,0.100013559,23027200
1981/6/25,0.101301186,0.101730405,0.101301186,0.101301186,24259200
1981/6/26,0.100013606,0.100872034,0.100013606,0.100872034,23788800
1981/6/29,0.096579872,0.097438299,0.096579872,0.097438299,10595200
1981/6/30,0.089282393,0.089711607,0.089282393,0.089711607,35907200
1981/7/1,0.08842396,0.088853173,0.08842396,0.088853173,170464000
1981/7/2,0.08842396,0.088853173,0.08842396,0.08842396,30284800
1981/7/6,0.085419431,0.086277864,0.085419431,0.086277864,16531200
1981/7/7,0.086277872,0.087136305,0.086277872,0.086277872,15836800
1981/7/8,0.089711599,0.090141586,0.089711599,0.089711599,16620800
1981/7/9,0.08284419,0.083273404,0.08284419,0.083273404,32883200
1981/7/10,0.076405168,0.076834381,0.076405168,0.076834381,55171200
1981/7/13,0.07812275,0.078551969,0.07812275,0.07812275,45740800
1981/7/14,0.081556521,0.082414954,0.081556521,0.081556521,19779200
1981/7/15,0.083702587,0.0841318,0.083702587,0.083702587,10953600
1981/7/16,0.085848652,0.086707085,0.085848652,0.085848652,15232000
1981/7/17,0.088853203,0.089282422,0.088853203,0.088853203,19824000
1981/7/20,0.08284419,0.083273404,0.08284419,0.083273404,23654400
1981/7/21,0.082414947,0.082844167,0.082414947,0.082844167,31942400
1981/7/22,0.077692784,0.078551991,0.077692784,0.078551991,22668800
1981/7/23,0.079839677,0.080268896,0.079839677,0.079839677,34451200
1981/7/24,0.082414947,0.082844167,0.082414947,0.082414947,28851200
1981/7/27,0.085848652,0.086277865,0.085848652,0.085848652,17337600
1981/7/28,0.08284419,0.083273404,0.08284419,0.083273404,22848000
1981/7/29,0.081556521,0.081985741,0.081556521,0.081985741,15500800
1981/7/30,0.08456102,0.085419453,0.08456102,0.08456102,9900800
1981/7/31,0.085848652,0.086277865,0.085848652,0.085848652,10953600
1981/8/3,0.084990218,0.085848651,0.084990218,0.085848651,12432000
1981/8/4,0.086277872,0.086707092,0.086277872,0.086277872,31673600
1981/8/5,0.088853203,0.089282422,0.088853203,0.088853203,17494400
1981/8/6,0.086707115,0.087136329,0.086707115,0.087136329,10528000
1981/8/7,0.086707115,0.087136329,0.086707115,0.086707115,9206400
1981/8/10,0.086707115,0.086707115,0.086707115,0.086707115,0
1981/8/11,0.084131785,0.084990217,0.084131785,0.084990217,71456000
1981/8/12,0.082414947,0.082844167,0.082414947,0.082844167,26275200
1981/8/13,0.079839677,0.080268896,0.079839677,0.080268896,27484800
1981/8/14,0.078551978,0.079410411,0.078551978,0.079410411,24192000
1981/8/17,0.075975925,0.076834358,0.075975925,0.076834358,18905600
1981/8/18,0.074259065,0.075117498,0.074259065,0.075117498,17001600
1981/8/19,0.073400624,0.074259057,0.073400624,0.074259057,20675200
1981/8/20,0.074259065,0.074688284,0.074259065,0.074259065,17113600
1981/8/21,0.069108449,0.069966882,0.069108449,0.069966882,41910400
1981/8/24,0.064815544,0.065244763,0.064815544,0.065244763,23072000
1981/8/25,0.066533163,0.066962377,0.066533163,0.066533163,40700800
1981/8/26,0.065244727,0.06567394,0.065244727,0.06567394,33600000
1981/8/27,0.06567397,0.066103957,0.06567397,0.06567397,25916800
1981/8/28,0.069108449,0.069537662,0.069108449,0.069108449,38035200
1981/8/31,0.069108449,0.069537662,0.069108449,0.069108449,40947200
1981/9/1,0.073400624,0.073829843,0.073400624,0.073400624,37027200
1981/9/2,0.074688271,0.075117484,0.074688271,0.074688271,19376000
1981/9/3,0.070825346,0.071683779,0.070825346,0.071683779,37475200
1981/9/4,0.069966912,0.070396126,0.069966912,0.070396126,15254400
1981/9/8,0.067820825,0.068250044,0.067820825,0.068250044,25446400
1981/9/9,0.067820825,0.068250044,0.067820825,0.067820825,30531200
1981/9/10,0.068249993,0.068679206,0.068249993,0.068249993,34809600
1981/9/11,0.067391612,0.067820825,0.067391612,0.067820825,17539200
1981/9/14,0.065244727,0.06567394,0.065244727,0.06567394,27686400
1981/9/15,0.063527875,0.063957088,0.063527875,0.063957088,19510400
1981/9/16,0.062240243,0.062669462,0.062240243,0.062669462,19353600
1981/9/17,0.060523383,0.060952603,0.060523383,0.060952603,19376000
1981/9/18,0.060952567,0.06138178,0.060952567,0.060952567,26320000
1981/9/21,0.061381772,0.061810991,0.061381772,0.061381772,49033600
1981/9/22,0.057948064,0.058377278,0.057948064,0.058377278,47420800
1981/9/23,0.056660391,0.057518824,0.056660391,0.057518824,28201600
1981/9/24,0.056231216,0.056660429,0.056231216,0.056660429,18300800
1981/9/25,0.048933752,0.049792185,0.048933752,0.049792185,34608000
1981/9/28,0.049362961,0.049792181,0.049362961,0.049362961,91728000
1981/9/29,0.051938258,0.052367477,0.051938258,0.051938258,94684800
1981/9/30,0.052367475,0.052796688,0.052367475,0.052367475,49996800
1981/10/1,0.052367475,0.052796688,0.052367475,0.052367475,61129600
1981/10/2,0.056660391,0.057089611,0.056660391,0.056660391,45046400
1981/10/5,0.058377277,0.05923571,0.058377277,0.058377277,43097600
1981/10/6,0.057948064,0.058377278,0.057948064,0.058377278,28358400
1981/10/7,0.061381772,0.062240205,0.061381772,0.061381772,38841600
1981/10/8,0.063527875,0.063957088,0.063527875,0.063527875,31091200
1981/10/9,0.06395711,0.064815543,0.06395711,0.06395711,54521600
1981/10/12,0.066103958,0.066533177,0.066103958,0.066103958,27350400
1981/10/13,0.066103958,0.066962391,0.066103958,0.066103958,44195200
1981/10/14,0.062240243,0.062669462,0.062240243,0.062669462,30979200
1981/10/15,0.063527875,0.063957088,0.063527875,0.063527875,29433600
1981/10/16,0.062669449,0.063098662,0.062669449,0.063098662,36467200
1981/10/19,0.06395711,0.06438633,0.06395711,0.06395711,20585600
1981/10/20,0.067391612,0.067820825,0.067391612,0.067391612,35728000
1981/10/21,0.067391612,0.067820825,0.067391612,0.067391612,76899200
1981/10/22,0.066962376,0.067391596,0.066962376,0.067391596,32278400
1981/10/23,0.065244727,0.06567394,0.065244727,0.06567394,27910400
1981/10/26,0.065244727,0.06567394,0.065244727,0.065244727,27283200
1981/10/27,0.066533163,0.067391596,0.066533163,0.066533163,85590400
1981/10/28,0.068679243,0.069108463,0.068679243,0.068679243,44172800
1981/10/29,0.067820825,0.068250044,0.067820825,0.068250044,30486400
1981/10/30,0.068679243,0.069108463,0.068679243,0.068679243,52729600
1981/11/2,0.068679243,0.069108463,0.068679243,0.068679243,36915200
1981/11/3,0.067820825,0.068250044,0.067820825,0.068250044,28380800
1981/11/4,0.066103958,0.066533177,0.066103958,0.066533177,23811200
1981/11/5,0.061381772,0.061810991,0.061381772,0.061810991,23363200
1981/11/6,0.061811008,0.062240221,0.061811008,0.061811008,24595200
1981/11/9,0.062669449,0.063098662,0.062669449,0.062669449,20384000
1981/11/10,0.063098677,0.063527896,0.063098677,0.063098677,16755200
1981/11/11,0.064815544,0.065244763,0.064815544,0.064815544,27440000
1981/11/12,0.066962376,0.067391596,0.066962376,0.066962376,39916800
1981/11/13,0.062240243,0.062669462,0.062240243,0.062669462,21011200
1981/11/16,0.061381772,0.061810991,0.061381772,0.061810991,22556800
1981/11/17,0.062669449,0.063098662,0.062669449,0.062669449,35414400
1981/11/18,0.064815544,0.065244763,0.064815544,0.064815544,29142400
1981/11/19,0.064815544,0.065244763,0.064815544,0.064815544,40006400
1981/11/20,0.065244727,0.06567394,0.065244727,0.065244727,38102400
1981/11/23,0.062240243,0.063098676,0.062240243,0.063098676,22960000
1981/11/24,0.061811008,0.062240221,0.061811008,0.062240221,22153600
1981/11/25,0.063098677,0.063527896,0.063098677,0.063098677,52550400
1981/11/27,0.064815544,0.065244763,0.064815544,0.064815544,37251200
1981/11/30,0.06395711,0.06438633,0.06395711,0.06438633,23968000
1981/12/1,0.06395711,0.06438633,0.06395711,0.06395711,23385600
1981/12/2,0.064386293,0.064815507,0.064386293,0.064386293,37564800
1981/12/3,0.063527875,0.063957088,0.063527875,0.063957088,20428800
1981/12/4,0.065244727,0.06567394,0.065244727,0.065244727,137155200
1981/12/7,0.06567397,0.066103957,0.06567397,0.06567397,59292800
1981/12/8,0.064386293,0.065244726,0.064386293,0.065244726,50624000
1981/12/9,0.064815544,0.065244763,0.064815544,0.064815544,34272000
1981/12/10,0.064815544,0.065244763,0.064815544,0.064815544,37408000
1981/12/11,0.064386293,0.065244726,0.064386293,0.064815507,76092800
1981/12/14,0.062240243,0.063098676,0.062240243,0.063098676,25244800
1981/12/15,0.06395711,0.06438633,0.06395711,0.06395711,31315200
1981/12/16,0.066962376,0.067391596,0.066962376,0.066962376,65452800
1981/12/17,0.072542198,0.072971417,0.072542198,0.072542198,51452800
1981/12/18,0.078551978,0.078981191,0.078551978,0.078551978,71724800
1981/12/21,0.075117491,0.075546711,0.075117491,0.075546711,56403200
1981/12/22,0.076405168,0.076834381,0.076405168,0.076405168,53827200
1981/12/23,0.074688271,0.075117484,0.074688271,0.075117484,28896000
1981/12/24,0.075117491,0.075546711,0.075117491,0.075117491,28918400
1981/12/28,0.071683742,0.072542169,0.071683742,0.072542169,36579200
1981/12/29,0.072971389,0.073829821,0.072971389,0.072971389,24236800
1981/12/30,0.075975925,0.076405144,0.075975925,0.075975925,32188800
1981/12/31,0.075975925,0.076405144,0.075975925,0.075975925,54656000
1982/1/4,0.075546689,0.075975903,0.075546689,0.075975903,71254400
1982/1/5,0.071683742,0.072542169,0.071683742,0.072542169,35840000
1982/1/6,0.070825346,0.07125456,0.070825346,0.07125456,66080000
1982/1/7,0.065244727,0.066103928,0.065244727,0.066103928,70044800
1982/1/8,0.068249993,0.068679206,0.068249993,0.068249993,56604800
1982/1/11,0.06395711,0.06438633,0.06395711,0.06438633,33331200
1982/1/12,0.061811008,0.062240221,0.061811008,0.062240221,59920000
1982/1/13,0.061381772,0.061810991,0.061381772,0.061810991,41753600
1982/1/14,0.064386293,0.064815507,0.064386293,0.064386293,25715200
1982/1/15,0.068679243,0.069537676,0.068679243,0.068679243,46704000
1982/1/18,0.069966912,0.070825345,0.069966912,0.069966912,28000000
1982/1/19,0.068249993,0.069108426,0.068249993,0.069108426,55507200
1982/1/20,0.069537677,0.069966896,0.069537677,0.069537677,25827200
1982/1/21,0.070825346,0.07125456,0.070825346,0.070825346,33331200
1982/1/22,0.071254514,0.071683733,0.071254514,0.071254514,24259200
1982/1/25,0.069108449,0.069537662,0.069108449,0.069537662,44710400
1982/1/26,0.066533163,0.067391596,0.066533163,0.067391596,21212800
1982/1/27,0.066962376,0.067820809,0.066962376,0.066962376,31360000
1982/1/28,0.069108449,0.069537662,0.069108449,0.069108449,39603200
1982/1/29,0.069966912,0.070396126,0.069966912,0.069966912,53155200
1982/2/1,0.069108449,0.069966882,0.069108449,0.069966882,38528000
1982/2/2,0.069537677,0.07039611,0.069537677,0.069537677,54275200
1982/2/3,0.069537677,0.069966896,0.069537677,0.069537677,31472000
1982/2/4,0.067820825,0.068250044,0.067820825,0.068250044,22041600
1982/2/5,0.067820825,0.068250044,0.067820825,0.067820825,40297600
1982/2/8,0.063527875,0.063957088,0.063527875,0.063957088,31696000
1982/2/9,0.063527875,0.063957088,0.063527875,0.063527875,57904000
1982/2/10,0.064386293,0.064815507,0.064386293,0.064386293,38796800
1982/2/11,0.063527875,0.063957088,0.063527875,0.063957088,24528000
1982/2/12,0.064386293,0.064815507,0.064386293,0.064386293,19644800
1982/2/16,0.063098677,0.063527896,0.063098677,0.063527896,34316800
1982/2/17,0.06395711,0.06438633,0.06395711,0.06395711,25580800
1982/2/18,0.064815544,0.065244763,0.064815544,0.064815544,28380800
1982/2/19,0.064386293,0.064815507,0.064386293,0.064815507,13596800
1982/2/22,0.063527875,0.063957088,0.063527875,0.063957088,26633600
1982/2/23,0.062669449,0.063098662,0.062669449,0.063098662,34540800
1982/2/24,0.063098677,0.063527896,0.063098677,0.063098677,37945600
1982/2/25,0.062669449,0.063098662,0.062669449,0.063098662,30800000
1982/2/26,0.062669449,0.063098662,0.062669449,0.062669449,17427200
1982/3/1,0.063098677,0.063527896,0.063098677,0.063098677,35302400
1982/3/2,0.063098677,0.063527896,0.063098677,0.063098677,34809600
1982/3/3,0.063098677,0.063527896,0.063098677,0.063098677,23654400
1982/3/4,0.061811008,0.062240221,0.061811008,0.062240221,38371200
1982/3/5,0.057089608,0.057518822,0.057089608,0.057518822,45315200
1982/3/8,0.056231216,0.056660429,0.056231216,0.056660429,35145600
1982/3/9,0.056660391,0.057089611,0.056660391,0.056660391,52505600
1982/3/10,0.055801962,0.056231181,0.055801962,0.056231181,86934400
1982/3/11,0.055801962,0.056660394,0.055801962,0.055801962,22579200
1982/3/12,0.052367475,0.052796688,0.052367475,0.052796688,46547200
1982/3/15,0.051938258,0.052367477,0.051938258,0.052367477,51363200
1982/3/16,0.051079836,0.051509055,0.051079836,0.051509055,47152000
1982/3/17,0.048504543,0.048933762,0.048504543,0.048933762,50489600
1982/3/18,0.052367475,0.052796688,0.052367475,0.052367475,56336000
1982/3/19,0.057089608,0.057518822,0.057089608,0.057089608,65811200
1982/3/22,0.061381772,0.061810991,0.061381772,0.061381772,69193600
1982/3/23,0.060523383,0.060952603,0.060523383,0.060952603,55955200
1982/3/24,0.057089608,0.057518822,0.057089608,0.057518822,51609600
1982/3/25,0.056660391,0.057089611,0.056660391,0.057089611,84112000
1982/3/26,0.055801962,0.056231181,0.055801962,0.056231181,50780800
1982/3/29,0.057089608,0.057518822,0.057089608,0.057089608,67603200
1982/3/30,0.057948064,0.058377278,0.057948064,0.057948064,77952000
1982/3/31,0.057948064,0.058377278,0.057948064,0.057948064,50153600
1982/4/1,0.060952567,0.06138178,0.060952567,0.060952567,59136000
1982/4/2,0.060952567,0.06138178,0.060952567,0.060952567,84806400
1982/4/5,0.060952567,0.06138178,0.060952567,0.060952567,86643200
1982/4/6,0.060523383,0.060952603,0.060523383,0.060952603,71590400
1982/4/7,0.059664909,0.060094122,0.059664909,0.060094122,29097600
1982/4/8,0.060094163,0.060523377,0.060094163,0.060094163,23990400
1982/4/12,0.059664909,0.060523336,0.059664909,0.060094122,44307200
1982/4/13,0.054943535,0.055372755,0.054943535,0.055372755,85299200
1982/4/14,0.055372771,0.055801985,0.055372771,0.055372771,113590400
1982/4/15,0.056231216,0.056660429,0.056231216,0.056231216,164281600
1982/4/16,0.057948064,0.058377278,0.057948064,0.057948064,104048000
1982/4/19,0.056660391,0.057518824,0.056660391,0.057518824,41283200
1982/4/20,0.054085117,0.054514336,0.054085117,0.054514336,80550400
1982/4/21,0.053655125,0.054085112,0.053655125,0.054085112,73024000
1982/4/22,0.052796699,0.053225918,0.052796699,0.053225918,52595200
1982/4/23,0.052796699,0.053225918,0.052796699,0.052796699,48294400
1982/4/26,0.054085117,0.054514336,0.054085117,0.054085117,57926400
1982/4/27,0.052367475,0.052796688,0.052367475,0.052796688,70268800
1982/4/28,0.050221406,0.050650625,0.050221406,0.050650625,99232000
1982/4/29,0.050221406,0.050650625,0.050221406,0.050221406,82230400
1982/4/30,0.050650593,0.051079806,0.050650593,0.050650593,277401600
1982/5/3,0.052367475,0.052796688,0.052367475,0.052367475,82700800
1982/5/4,0.054085117,0.054514336,0.054085117,0.054085117,73987200
1982/5/5,0.053225901,0.054085102,0.053225901,0.054085102,53939200
1982/5/6,0.054943535,0.055372755,0.054943535,0.054943535,75465600
1982/5/7,0.055801962,0.056231181,0.055801962,0.055801962,84716800
1982/5/10,0.054943535,0.055372755,0.054943535,0.055372755,31606400
1982/5/11,0.053225901,0.053655114,0.053225901,0.053655114,103017600
1982/5/12,0.051938258,0.052367477,0.051938258,0.052367477,71008000
1982/5/13,0.052367475,0.052796688,0.052367475,0.052367475,54454400
1982/5/14,0.050221406,0.051079839,0.050221406,0.051079839,95737600
1982/5/17,0.049362961,0.049792181,0.049362961,0.049792181,76204800
1982/5/18,0.048504543,0.048933762,0.048504543,0.048933762,122035200
1982/5/19,0.048075296,0.048504509,0.048075296,0.048504509,75286400
1982/5/20,0.048504543,0.048933762,0.048504543,0.048504543,27619200
1982/5/21,0.048933752,0.049362966,0.048933752,0.048933752,38841600
1982/5/24,0.049362961,0.049792181,0.049362961,0.049362961,31987200
1982/5/25,0.049362961,0.049792181,0.049362961,0.049362961,51564800
1982/5/26,0.048933752,0.049362966,0.048933752,0.049362966,43276800
1982/5/27,0.048075296,0.048504509,0.048075296,0.048504509,31248000
1982/5/28,0.048075296,0.048504509,0.048075296,0.048075296,19196800
1982/6/1,0.047216892,0.047646109,0.047216892,0.047646109,47600000
1982/6/2,0.048075296,0.048504509,0.048075296,0.048075296,32905600
1982/6/3,0.04635844,0.047216873,0.04635844,0.047216873,39760000
1982/6/4,0.04507082,0.045500036,0.04507082,0.045500036,37676800
1982/6/7,0.04507082,0.045500036,0.04507082,0.04507082,37161600
1982/6/8,0.044641584,0.045070801,0.044641584,0.045070801,31404800
1982/6/9,0.043783147,0.044212363,0.043783147,0.044212363,33846400
1982/6/10,0.044212356,0.044641573,0.044212356,0.044212356,34406400
1982/6/11,0.045929234,0.046358451,0.045929234,0.045929234,54633600
1982/6/14,0.045929234,0.046358451,0.045929234,0.045929234,29993600
1982/6/15,0.045929234,0.046358451,0.045929234,0.045929234,35212800
1982/6/16,0.045929234,0.046358451,0.045929234,0.045929234,41731200
1982/6/17,0.04507082,0.045500036,0.04507082,0.045500036,29164800
1982/6/18,0.044212356,0.045070789,0.044212356,0.045070789,19868800
1982/6/21,0.044212356,0.044641573,0.044212356,0.044212356,28537600
1982/6/22,0.045929234,0.046787667,0.045929234,0.045929234,17561600
1982/6/23,0.047216892,0.048075325,0.047216892,0.047216892,52752000
1982/6/24,0.047216892,0.047646109,0.047216892,0.047216892,44150400
1982/6/25,0.045499999,0.045929215,0.045499999,0.045929215,26678400
1982/6/28,0.04507082,0.045500036,0.04507082,0.045500036,25155200
1982/6/29,0.043783147,0.044212363,0.043783147,0.044212363,35817600
1982/6/30,0.043783147,0.044212363,0.043783147,0.043783147,67625600
1982/7/1,0.043353934,0.04378315,0.043353934,0.04378315,55731200
1982/7/2,0.041207075,0.041636291,0.041207075,0.041636291,58105600
1982/7/6,0.039490219,0.039919436,0.039490219,0.039919436,87696000
1982/7/7,0.039490219,0.039919436,0.039490219,0.039490219,30374400
1982/7/8,0.037773345,0.038202561,0.037773345,0.038202561,164326400
1982/7/9,0.039061002,0.039490219,0.039061002,0.039061002,128419200
1982/7/12,0.03991944,0.040348656,0.03991944,0.03991944,63392000
1982/7/13,0.042495497,0.042924713,0.042495497,0.042495497,114374400
